dataset,regime,seed,client,file_sha256,state_sha256,valid,reason
mnist,iid,43,0,0d07528766619aceb7a848f2e4e930727425d7da49be58604bdf312c84893e2b,9b9d9073d163d2412c6fd4261f093fcb9e57f7c68031149f8b60f72d668f7932,True,
mnist,iid,43,1,f133d77320d43f9240cadf6bf46177216bdb2cfeaf5d0c97d053e39d50082cf8,9213dd45d17ed3760fca16856712d4687e9195a5015aa670db8d3936b3b83b99,True,
mnist,iid,43,2,9f32712197191a822aed972d76b3fce3f011e4fc874037d25e4ca601e84c3a46,78ddb881d498ba73838da03033c85681efc433f8fc392826c7a11b90242e66a3,True,
mnist,iid,43,3,cd0b2bb4bce18ae3c1d67ba8df95e0f12d86eed46154ad2a929ef54b4dca2268,3a8c8f271c0c1a4f8cc8da00004c719aa42c1642603da33bf9cdafe5aedee590,True,
mnist,iid,43,4,39b5472865bc524b68cbbb58d3188ba4f2dc339c831fcf6cf03fcffc9747f358,909d21759266c25ad7f0826f859c8dd36925c2e0854678f57d2cb00dbedb6b7d,True,
mnist,iid,43,5,23bb528d1f3b1ade41c3f918c79d21dcd4d58b79c904a51442dff974dcce4803,c6eb3c6bba3850c500aaed71fd397e0a9567ee0cda9f50b2f38e4b6ac5b71746,True,
mnist,iid,43,6,021e86cd24ef2ad5aeab0e5bb2e10ad8c9b4d6dd9a13e9810ae283b5ea679ef1,7d445ddcee074d1a0343307e222713b02299e68328cfac488dea27f9c9ff2240,True,
mnist,iid,43,7,22b79f711ee287b8c6ccafd9448ecab60bae983acdb0e90f7edaca237b6fa13d,1b7c45f30baafc43e503351128b6d6cda300b6e8a696c18fd129d3897eac6158,True,
mnist,iid,43,8,ca7926c7ce8ddb8b0952fd10d86dfdc4f5e3f5b2d52ffacf77fa280ec90680f9,3f9d54637deb457bba5d666e81dc7c416d50086b7aeaabfd2f01eb3c52b798fb,True,
mnist,iid,43,9,51f93878a376413e51d303bf95fdd90f1a93c5ccd22715ace7aee47786f3313f,136566db12cea4376c7d5fe78f4e73be272f85c1074b55e8c0d032b4a127091e,True,
mnist,iid,44,0,8cca14dbe2480efcd57709b347d2a72811177e98d4541e49e35d0736316c03a4,db46555702a7d9eee3be7d6b3811eb1f4c0bb4664720681fb0ad9c454a7410df,True,
mnist,iid,44,1,372781041caace66e31b98d4a815461b159734a696b1ad309614ddc85aa7c194,0204e753f8cc374a346271e84f8864d60084ea0b3f2d09b3113de0d82c46c000,True,
mnist,iid,44,2,6d1c6bb5c36914e8eb6a1723b2ee534a6ee4a0900eace763855add879d166c49,c1f8e9fe74d377fe94d859569d05fabc9e632dfdc61ce7654075b28efa754bbd,True,
mnist,iid,44,3,4b0ddaa665c1a6fdae9f682a458eef6bedb2547478bba7bfc50312040860eb31,c29cda8e76745fe69fc768c8c38081f3111f495aeb3c7ff15734ee17acdaec43,True,
mnist,iid,44,4,f3fde4b712e2ef4f4116078f55cc1b7f328fc2621f8e15cb777128f38bdfcc38,3a6986ef0a02290d2fb31429b927384d1a539ceb72fa148363c6bb11c6b91ebb,True,
mnist,iid,44,5,c78dc4b51ab678cc58f4dbb4b8013626dec8fa6471a4b789bb29026145f9625b,74dbec560601a67367c9b8faf49f937952cadc294e8af2ead739fe4aa200fff2,True,
mnist,iid,44,6,e797af934d24b8623221376e900759b5d64f642bb4e981cee391c3c531ee2a98,8ebf0cc4114dcbbcb8ea56758cd7643a414e324a2a09a1523f8fc46777235409,True,
mnist,iid,44,7,da2e31cb76e1f9175ca30f2cb13d4c85df6523bdd7f88722bbe8ddc50f7c208a,f7357076034547298e9196668bcc4b5a1532c3dc709fdef7bada54af9928aed6,True,
mnist,iid,44,8,1e8c42952183122827f9f38071f5b4a07f6666d6e12d291b3635b77790245013,0effbc34d8646193d194091d8203a2148a164d09e233bc7b2566952014f08798,True,
mnist,iid,44,9,b1abb32c085c3af460d434e7b99b5ebfef099976288f4bae6311e8bdbe933978,db519e7ebd9c405d3468103df339122005c81f81a10c5735dfa68429a4502094,True,
mnist,alpha1p0,42,0,4ba0cbe79a40b806e260ab3b75f8a82a7078c31042fff69e4abd92aad7258440,8fb0d563b1f66817723febe4dedcb268fd2a70194198c947f31c15cbd73a029c,True,
mnist,alpha1p0,42,1,2ce5f449ee3f970d486a68aec7a4633e53b9619dd3bad4b5c4d002952c8e5b83,35c75ce2f7dc1ef37364b9c2b5345ac73bde67ef3472394335aa5de1583b88ce,True,
mnist,alpha1p0,42,2,383abfec5d518e3a92b4364db457d2c5752094e0b1273e3c606a55f974726d48,021751f01ee0f0b7c566dea547ae6a9cc3a53a9be33893407806954d8b043c1f,True,
mnist,alpha1p0,42,3,077539452a5665cc7fc028c725053d76274e12ebb010117c0c2c5dc905738556,66c280bc4edc753be81063403a60d30df6901250f1a4320280d9b938ad18e6e1,True,
mnist,alpha1p0,42,4,363354e5dacee4a553b37687084c8d51572f3cc70a3c107427d96f20a14b7c1d,d43131ca840cf075e8862f651fa217c5d2eebae59394a5fad83b1b50f37daef0,True,
mnist,alpha1p0,42,5,547bfeaf62540fde3808a14ca9e88fc169e95c95e257f02a71d96ddf8ac7def7,30f250a6f7f7cf4e20892898c5ac412278a11adb26db7196357e0c79e3478426,True,
mnist,alpha1p0,42,6,8311e37c457f58170633888e2f41b6c1ce55f3b6ca4fe868c20a6a714fda052a,b8c6b4ef31ce47868c32d9ddd58cf1351222bc9b898e36d432b3b679da48edea,True,
mnist,alpha1p0,42,7,ba4f7c467d44f6558cf0c8b47ee6407094a5ee9164547f408f6e2414b844d219,13100c2e1658dfc0760a931e36dc378d057a6971f2e4de3169b92c679db5c128,True,
mnist,alpha1p0,42,8,738249c0b0f02fda378daa571b3889c15e8d70ff5ceb475223a9b50207cf10d1,c1d410d634850ed1cccba56c3da4ad317167a6320d61a959b06cf9606116d6e7,True,
mnist,alpha1p0,42,9,ac2b7617a9bdb78a479de9a245f6473ebe2958ca8e9447f020b5445f215587d7,f3830583fccbfce4a64f8b80be2e5ccc873c3b6e5ea93c263f8aa250003ecadd,True,
mnist,alpha1p0,43,0,49c267ef45f723dd04d1a3d1575a9743ee11e4497f9222a256c09726bf8ae8b6,49310617ae4a49d88feff67a2042d5592d3519f08eae296d1b5e2b3ce7d2a9e4,True,
mnist,alpha1p0,43,1,8a83342aa25016bb43925e193130a3796ef5c2aed60134b70728ae8b98a299e9,9442021a67034bb692c033213f838d3f18fca28caa7d246b4e04a2c3ec8ac6f1,True,
mnist,alpha1p0,43,2,fc630547bed9658e5cd50e53cb9bc35926c398e1c553c420757ff6b27d5ca183,0b17dc4bf5a6b737cefffeba674efdc69a15d963a0431b0473a6567c540cd7ac,True,
mnist,alpha1p0,43,3,cfd22e87e1758e570573beed0bb7a9e20e74b412fc5585d605d67aa6fa502540,2aa5a3bde6f715fcb3d5399272ac607202877a0dcfa1bb3c651ce81c70828904,True,
mnist,alpha1p0,43,4,e924eef490f045ddc5050018f9bdf1ccff65daf793ed22f54b47802c68720cd3,ffc9956b886403b89af7c71b4ac1312b736bfdc4b7fea5577c95587788a0060c,True,
mnist,alpha1p0,43,5,20fa561f7c2f34bdee496e0b25f394327bfaeec1038a55c65c5ce18b0198ef58,3500b73ef3a955375c31354bd88fb8237836d4d72b66d83a4505a8cb635a9847,True,
mnist,alpha1p0,43,6,1aeab6185a0d5172988e1f4fbd799520e49800f4a6fffc6feb69607cc88b7329,5b4ae9109ae5b680d0a665df367f880636488144d6615dfa27cdb5003729184f,True,
mnist,alpha1p0,43,7,c3c931bf4b209d569253789065cc65c8da4cf70cd0e9ecc7f8edd8de9bced04e,4c8603ed2d16093b8d3ccd5c181f64737dfa79df3b91719322763f638c5b142b,True,
mnist,alpha1p0,43,8,16468e4533fc0f4d51b03933c1320f3b0842e6edbb432d244636a827fbb762e6,541877d045f4355f85dbfe0be903d3676761b172a1f5af7aec24875808991e67,True,
mnist,alpha1p0,43,9,d08ed69f95d368fe3bb4f37632ffca6efef4baf8bece4f7adb252143daf69d04,6f32ab2aa2665541897113bd9cb9576ec2052ead9b60637f6b7a6729195371de,True,
mnist,alpha1p0,44,0,c701e6417fef1541a694058f7de824260d20d7c5d0086cdc42d93c7ae3bc7c14,e5ddb5dcffb414bb7563da28d5e7ff97af7b21729bdf6a79d34b0005f6bcd99e,True,
mnist,alpha1p0,44,1,c898c9f3df4f0a152da78760724ac71e9c19bc3318dbab58baad6fbcb7ab2300,17028c7b563084130385f19136e185967a199d58af273bef9b64f27ee1caf01b,True,
mnist,alpha1p0,44,2,96ad2d85ee9105372f486d16ebe0b812b555903825b44379707e56732b53ad27,07a0fbc6671331d6051681e43efceb315a86d89a41ac8009cee38c747a255251,True,
mnist,alpha1p0,44,3,1d2fc4b496bef14aa5e39c2217ae0d0a9a344d12359c26ce551328f0791dfa9b,b715f7f5e4970b4ec5592d2f68e1a4cc79a6e79a87fa1d2c4a128f56c0eb283e,True,
mnist,alpha1p0,44,4,8e1440d8db0842afedd823fe8328e6b3524d6633d4ba62b2b5477b507abe2a00,88e685181257eddf79f35dd289b82ef3ad297fa66fb667e8bdf50ca038ed9020,True,
mnist,alpha1p0,44,5,31d46270373a76b6e16d2c60beb6ee58b8e0c8c02380b44bd341ce61dabd5355,6b7dc057b65825d9efc01704c5f72402eec3c954b78d3f99f03b72a22b78c576,True,
mnist,alpha1p0,44,6,bb6800eb576299f582169472da81e003102ba788168581364e29a81c10d2fe50,f52db13896c63420e8b0bb331f3973f395938c2b3ea1e8538e4c5e286c5bef66,True,
mnist,alpha1p0,44,7,53803a0afd2c22fa2751404cd810f3af0ac0a7e0eaf65f1f9e5104ba5ec9c61a,abac1234106b50124354bb3aa51aafffbfc7644b76dbcad0df657213271547d3,True,
mnist,alpha1p0,44,8,4282494f8f190bb705e9a3109535960c21be8d1489cbe60e6ae3a4640b0338b8,f65d60d3abfa6fdc81cb9523d04c4ce5876966f2bc6f708ff164686f9072296f,True,
mnist,alpha1p0,44,9,d63787da7e61c7f9acd9018388a8df38791fc0e3ab990d0717d4016ae7dd1f58,e2f7dc3e9d70a79635c1406a290e458a8e1307a06c64ccf00633202a48eb8ff1,True,
mnist,alpha0p5,42,0,0754480b11213beafa70115177cecb93521848ec9481419389297a5a8fe0d6d3,4a3141b4aea1c74f8879be56f5444f6f013fa3d1af9d11721055ad17f63ff346,True,
mnist,alpha0p5,42,1,026ceb98abe25a8ad46ac4b00299349505baff761c4d80f357d3f46fc292c11d,bbc37356452a148cc7390b51bcc79816ee2d0b81de0e5469b56bce7753b89d8e,True,
mnist,alpha0p5,42,2,bc6bd59dbd673e9c76256c1123ac357f3d9edc801246eec137e702b5e09b6f57,b214a3dc19751cc174c757ec1356d62f94e095258e945bb4e50473df343bc978,True,
mnist,alpha0p5,42,3,dd1b14e6cd75dfe1ac913228ed4be7c370281ae1f6f96f500bc12d864ba9c5fb,c3d7165faa30510d1210ad7c26d8c524e9b785781bb8235a4f5dc0d34c23c7a0,True,
mnist,alpha0p5,42,4,df271638193062ca7313d8b84e828e00fb155fab97f26c94c6f25986e176e6ca,b99c789a0e4a5ad27eb7bb8dec5b35e22c1ca9d5ffcc800a51d123cdccf4b3c6,True,
mnist,alpha0p5,42,5,e4ec622fd7f483705c90e7c50ab24037b05a04f77bc37d421799db551f8f2f38,6ce8c1b516adcaceaa1c212507e543628c17daf6a512c2d061a6d1a7eb5d999f,True,
mnist,alpha0p5,42,6,914cc901258536df1bcb3fe649652dd5b01600d7805b62da12c5cba3ade37a32,905ca3e4b843878ff2d82a8e7c7c2c06a5d2edd48e4ab26f190b2f7b0593ffa5,True,
mnist,alpha0p5,42,7,938e43615fa13eff5077050c466f6b6d69f5f3b3e4a4e12d5ac7464099634edb,56e6944eefefb99c8f974d7206c917ca64c7fd78f09e0674bcfdd99422e5d069,True,
mnist,alpha0p5,42,8,f916aa043f39c93c7bf1b56b43e596b7e99810846a305e1bfcf645dd1e40fab3,e80b02891559c09493607f836215386423762b926670c24205c6032bbaa90e79,True,
mnist,alpha0p5,42,9,5c98df1b44556279e32f228e21235704fc39df221f171aed68e6dc6f3fbb44cc,3d6314a11234188f86e32ea6c17344017c2288bf4ca92b9061f2d2b800ae40cf,True,
mnist,alpha0p5,43,0,2ca0b05584e356728c2e7f2b1c190b84cb79c1c698527393f4cff88475cf18bc,e20cf54025532cf339990d5733e2216f4a3e30753c3903e4a85e813f068c5c1a,True,
mnist,alpha0p5,43,1,c665a6b2c495741bc040c0bd3c8f8527404f1d6d13d4d71dc4add77d9551e086,c9bc467020181181743385a96b3d76c8721613d0701dc482ebaeda399b811f30,True,
mnist,alpha0p5,43,2,4ba7b49a03108499e9f3f8ddac22915883d4f22be4f4601c15fc336f5898310c,34c2ba354faaa71e16df15751fb4fb7f05125b769702e5c51cbff7d22f2bfd5b,True,
mnist,alpha0p5,43,3,cbd401d99d0bc2aaa3f1bf1f31877b6121bf76422fa67e19ccfac3e77d940890,cd787b9acf8df0574ac28875b6a965c9db6f2d64c297f441d456c347cca1c5e5,True,
mnist,alpha0p5,43,4,e3e60ff79ea812833bf9d60da0f849d889a6be3daa008945e9f9fb900c734e0a,9209c91afbcb28b0476fbe8777c0311c8d8b62905aa4d018db764cdde02c5057,True,
mnist,alpha0p5,43,5,5c5098bbdca2f1d6d8c00f37163b732be87953d5ce958053b381901b59c25e23,ba9545530371736e45edfea79fe485bc63aacfd13083db99a78bc6b1a4447a3f,True,
mnist,alpha0p5,43,6,09e91d50dfde9f29f6d8eebd19bdff2ed377431c8dd7bda2aab5607088a70118,d4f5dc780b5770c931aaa741fbf8c9365898f8b0630987ab8c6e63a07448c78e,True,
mnist,alpha0p5,43,7,036d25453fe3eafdbe614ee7fb2b0afbb86b20d1584217c0188cd62dc9cc4b0f,36d28f03c58a797ed2813b40b1e52bd4a7ac78b997a2daddf1bc992aa116c085,True,
mnist,alpha0p5,43,8,486160ea22a1087e26553d9bfba0d59fb7645d3e39d75f75d9103753e059c1bc,0914841e18664af196e199fbd873e2667bacb73987c7403259b59f8bfd54ef7f,True,
mnist,alpha0p5,43,9,69387596442f93ad2356c345641a9659e23fec422a4e37606600b762ef33298f,e676d09ac98380c242f1a293b7917b06e8cb348660b8876c6255102368e7b90a,True,
mnist,alpha0p5,44,0,43ff158e65eeec999092cfeeb7420ece7430a2de12aba037afdce65425bb7fc7,a8bd4dcd177d3c8efda20acc381dbcfe2d1fa8a27d688d1c4901eecaaa5719d3,True,
mnist,alpha0p5,44,1,afdd7d9b6965f7c1cecdd8452e9e4c154addedce84e44ff5bda99defb1beba88,f8d713d8963721ad14f735de2ef60057a43d4256d0c346ca632b8999410419cb,True,
mnist,alpha0p5,44,2,26bf63b86737bf29c70b5e5c604fd3003e0cf8df9b199f13f22bbb1c01e16004,9a9b3f0f54c34675f7c8eca28dce090f0670922557c5e0a2096fdedb0d02ac14,True,
mnist,alpha0p5,44,3,85e07dc9eaa244e06624d79fd03a217f8277f259cc898c78462befdb9c0cc31a,a6f60da892daa41fc3e43eceaee05e0834426c4569293cc2f6b652b0f05a288e,True,
mnist,alpha0p5,44,4,1493c3a96c600e89d49bc60dd0b15c891c347f893f3176c15f25063d5358f004,d5d134ac6c99df29f6cea4d59f9c8c6846e376db01c729b868c13317577bc5f9,True,
mnist,alpha0p5,44,5,958cc21b9866a3e2bf6c57740b18c2210b6b5a6b17415c531b02b5bdd41b9df6,606f13653bf3fb3a4419bd7775629201c18e721d3e1a0c1adc0f55a3358a7ac3,True,
mnist,alpha0p5,44,6,ba5173ebac44ed00b8839ceea305bc7cbfc0a4efbcae25138b6a726bb28fd3a5,f76065a72483199b2551228739612fb44a1bda2a35485a47c8b0bb3560c435a6,True,
mnist,alpha0p5,44,7,31141e0cd588f0b07d8d9187ed678af70ee36c04384862c6ff13c5f75c332260,15d0c21097540f4266126ac271c1ffd34ad5bac7ac0e5a49f141e9bdb17936d3,True,
mnist,alpha0p5,44,8,42cd28ac14cfd5bbca74695b9e7d0b2360b40d77d1ef32c6269e730157efb4d2,5a2115a2893a1ed779e54e99c588d1ff4668abe1ad895857db5e635d75f48850,True,
mnist,alpha0p5,44,9,7c8d235a88fe3ed580a4e822e8c186a08078d925c0967e0870a311d9d628b306,3584188b4d205cb73aaccd207e1d0b3f4482b0d24409929c1f44765c522be16a,True,
mnist,alpha0p1,42,0,7af56028c640a181b7a2ef36a4ba7a2aea07784e0c6b09b8b6a47dfe62417a1a,531021caf1dec8d391f7b697cc8fa08e828b07c0f0379e5f3b4ab189e1be8c70,True,
mnist,alpha0p1,42,1,2045cf76d8e7cfc10e533662cd1d35a008c9d760633a56dd3dcb3e2fadc60fa6,b677ff93d2409b7cccd53fc9c32dbc1b9720565c4c11593e13bcde34c35a9481,True,
mnist,alpha0p1,42,2,70371fa997c2a4a56db30c3fb5519fc53e80728c18bf78027ab21bd20ff34119,8538c99dfc60d2ade1cff0038a338ac6bc1284ab3ca40f910dc4aaf9c9591a92,True,
mnist,alpha0p1,42,3,4bf6bc1e42c13fec28cbf688b4f23c1c8467ec30c865f4d253553b1a3c48fe31,af04d99e8bbceb2fa6fdee7c649b51ed35a920e8bd3c402d031adee4ee4672b6,True,
mnist,alpha0p1,42,4,1e96bc41bcc05a91732fea6c2cf0125011e04f571108f26aa8cde2dc3c672dba,1f7d6ff29961422096cf5d50b5e929df5060a17ee9ce10ccfd981c8c5f427c76,True,
mnist,alpha0p1,42,5,a5ddad7a4781abe7882a274d129395bc204d8b33b6001e8e9bf4a760e3cba181,541696477e461a3bf68468b32641966247d5b960d0b7eefca23c87ff051390c6,True,
mnist,alpha0p1,42,6,9a9cf5498d3dacc3c888458c5fa46af3898af8e050d78df22671c4c8dae3960a,53134162e523cb982a81dd00729a1b722df340891cb960933a7f5969d051a652,True,
mnist,alpha0p1,42,7,051acef1383ec1b9ce59d7361fa055ab1904fa255bbfd9645a64e7d388742129,03d1d212aa90ccd7d427f8fc2b65442af76ca80d513209c568d8b74646e87acd,True,
mnist,alpha0p1,42,8,2c30376533a9588ac8682b0a0540bed823f5190cfd0a581e62765bea3a9e1ee2,ef681f677120e2184791da194f70b9e6d9d362d1febbad1ac3b4b09b792a4761,True,
mnist,alpha0p1,42,9,6d673aeb3af07a4c6c6110e7cab0685efe19e5e2d7e1922d5d378acc7a2d175c,33f40a15af1e3d8d36d7fb9b1b6e15c14df906e1cf73dc125d8430c3b09a9eef,True,
mnist,alpha0p1,43,0,9e5773f1a6ce3927d953f0f4be7a5fed2d758c02f58fd802d50bc7bb292504e2,8e67cd6d10b383fe62afbc0789ba3fb226b03eea298ad89ea0ed30ff32de1ef5,True,
mnist,alpha0p1,43,1,c6c58f7f8ca3a0f294aaf7acbca1b1fb0fb62967eb8242344feefd159e1c4643,a2fad472bd526481a1bea2f47c59e749a0742c0e446fee9fe9120304d7491ca8,True,
mnist,alpha0p1,43,2,6ee20506df6d155dd2344b97572301fafd3c3c3205703a920a970d00b34f8fa5,164304e162bb3cdfa0256508d55850d0dde19f14dc3c0e37cc6c7ccc7e0f4e9e,True,
mnist,alpha0p1,43,3,d022fd789bcfc32456e3e77c9e26325feb6cca02985e818cd2eced2f391d46e8,eb7a25aff352649d07a2182c291991fd39b085d0ccc5d842d6d2a8b385abfa7a,True,
mnist,alpha0p1,43,4,0242d4e893e683888edd0d4ead0b7a35945a7fde39daba1769290aeb2fcba1e5,7909ac44d72ce604451d1be8ca3387e508d125a1bf93056bed7db2f38b368fc9,True,
mnist,alpha0p1,43,5,56d4ce5d962ea61f41b95be0ba2e4b358d8bce4ee9e6c7fb42c82337a4ef3803,5cd5e1a9ff28221d84fd4b56ae871d826be9a0cfe39b833b268aa9397e2cf514,True,
mnist,alpha0p1,43,6,67df8423e9d125bbe2fecf7da0e0d6a0c4b0d42f70558fa9f2c2084164173e3a,a7f3d6ba7480e72d09fe02be3a94d675ec75b803800a463e5bc5bb2d1c130f54,True,
mnist,alpha0p1,43,7,52e2bcdf2d7869a45bd38b7caa3958be4a7b3545b131505dbf85727ccf73b6a3,8141864fd882c0f5a77c12e5bcf5d6b56b85a40a1c2ef347ee5941c25dd25f80,True,
mnist,alpha0p1,43,8,d58614aff1018b8fbc2231f06364234d5f6b64384eec27daa9255b44ff0c5e87,c6d2d3a586be6917c05961ab3538e4514fd3a33e33296eb0cb634e9981c11521,True,
mnist,alpha0p1,43,9,36966c358f029cca2f054f9f1f8dd7eb1f476135114d4889d181328f67db9fc6,938a5ecfcc766b460d8b11381843ad4e4cf891b426df1d468b7e4c8f5197157d,True,
mnist,alpha0p1,44,0,9185c0cc10439a06acb3093e70f4ede3de96cb49c9e302134480e97da31c7746,8d9fb3ad66ce817a5bc2f5fd46b427a9989424be4d564df5b4112f9b320531da,True,
mnist,alpha0p1,44,1,93c486e15592e4c2d9d2864404e2762e9b5b4d98e048b90aab36bdcb68ee8f18,78278dc1584c73287c3a9131de0f725f172c85d94901021811618f027dd2cdee,True,
mnist,alpha0p1,44,2,aa0e3de94c0be2da6b37c1bbfd650a87fbc2e814a09d9ccc4f6bb88bda6f0f74,69225d49d5a49a464ae9e2eead62a87923fbba95bcf12dba5f075f3889f68e9d,True,
mnist,alpha0p1,44,3,e94d440052405e1c5c6da838e0495819ce10486f16db02a37719535dc01bceda,c870ec7f24c1257f7b8984b824717be28333aed8ffefd4da13eb5e9ad4757f91,True,
mnist,alpha0p1,44,4,a16c29a65503ddcce3c72b7b4eae8f767a4d63fe61fa29492dd5cc3ff30e2219,f5e5d2a590cd5e0826a995dacde37027f48bc82214141fce2d1bfb3f93678dea,True,
mnist,alpha0p1,44,5,8fbf095c51cb632527c478753857d2af646326bb48729c959ade821ad55355d0,0296d356ec0cbe798362fff0af9214996611415c0743f4d341e82ca4badc0910,True,
mnist,alpha0p1,44,6,2d27323844f858a1fd742ce55fdb7b0bda1e16385d0e6129195996fc9c7f215d,fc5e388ee64571c9611515346e1ca5bbdc309e55b82472c716aa782d7450ee9d,True,
mnist,alpha0p1,44,7,726608328480e990f4a712e546302473796ee9ba295049b9bbd34cb6c86c2a19,cd812520959ac22a222129eb35d1e333f0e7d1425e954f6a9cf7d6dd7c4696ed,True,
mnist,alpha0p1,44,8,8c1a7ee9987e7f0780a3a0f22ee3baf20e7311070beae45097b545192cff5574,35c3cf952413fc694860211286ff751968bb8dfe411457feab92d0f376913a0a,True,
mnist,alpha0p1,44,9,f96ee6f8d151bd0ad9ea7a9a6005d68a7798a5c3f3302c7550bae1b7988d1d81,d9eb6130e32f26eabd6e67be48bb1a18d6ee4c444eb05a2a5c59b9070015ede0,True,
mnist,multi,42,0,a9d6187ec47bbec65e647302f7a06167a09e3c556b2290c51d7f18a9ed8e709c,d4b46ee7b086b6f056cb979c58711e550d23326012fe95c48f0b75e1d4d9b805,True,
mnist,multi,42,1,eb2cc66a73b5d37a1da100ee1b5daab0fd3433c996ba43324d446c2ab11a3149,e266b4c965e8e20fbe6a1736fed4688d8af1314f7e7ccb858f9d40938cb7d731,True,
mnist,multi,42,2,71d4bdb41c9620b046259440bb8596972fc4c3adcca6bec2c75a7e6266ae7fb7,c53f01e025a3833e3e7c1649fa40bc35dabb9722874f64972426a77015e5e776,True,
mnist,multi,42,3,d8700719f0523806ebeff00202fb800da5f1785aedfa2620d2d02b934d2fa809,293ea9110e0c16f0db57e63bf13be0cf462bf1c47aa5b7ae69ca6114c0a2e80c,True,
mnist,multi,42,4,7a6bccd46146dee9a47c27ea1fe08e0a9644d1f98903c9e7b12435ed4bda8051,da8494e17c8b63fb53b9ab3a3b8ddd79bb20eae9fc9909b28262734916aa5229,True,
mnist,multi,42,5,8352860091e9367977f76f7397dbdbaea4c87fe71fd7de56efc615b885bf1a73,576a47bdf57c16f75f0736e081504d5fa022c0a8668a1e596b71e5dce94923a5,True,
mnist,multi,42,6,3d99b41fcfb5260a48f15ec8e7f7386210a2570eac36ae4d30569d94733dd642,57a2304369284a748828429cf4071d8b17f014450590499def500093968cba25,True,
mnist,multi,42,7,8b573b330699f3164daf1247fe77bea93ad21d59c48781b7704009bf6e566108,11e20e40efcef6681814d5ab7016b6b4a9176f5db5cfba745e90f20ea58a2295,True,
mnist,multi,42,8,18756909ad160695effff6c1179b780738acb88ff35e95c928d22686dac42613,1596ff758b697f6e3dc23446d3de0859e4283f801dc8daeb5c49defef109a0a0,True,
mnist,multi,42,9,3710ab0d80c18a9e99f1395671833e124f43e95d59882a284afbc65b9a091f89,076146638267bccb91a438e3cfdc5fa57c7389dd8b8fb813fa4ff7f641828c80,True,
mnist,multi,43,0,7656ea2a85557cda0e9e7c8e024a5014eeb402e47bedcebdcc736748b3e644e4,c5613b8f6934e87ef682f410fc7b830434aace32110ed5f6f7f49042fb73e2f8,True,
mnist,multi,43,1,08451673a97fef7d13ccd9d9cd67cb46004a876f2e8b45fbc2edc7403d736082,4615fb63e14a5bf200461a261d2dbf7a9aff8217ef6d92bf8c1ced50f9b3239c,True,
mnist,multi,43,2,a0ebfefd4c4e9c5146d3eb58e59961dc89005f4f9bad183e9548a636901e07b9,ee6eb6da655553c8b6ba7c9967281269b052c531fde4f73bb289d2a542b95ebd,True,
mnist,multi,43,3,7b24862488dedc9e05d261be6bc7fe5f3d2bf211290540425f9652806ffdeb43,21e10e3053a96dfb387585e935151dffe73863f3877c50158429c9292526b855,True,
mnist,multi,43,4,9db609bc5799c49245be810ca7c03c2d918cc853a20d33f53e079e44fa8e7d56,dfc58be4694858b90579050835c91bfd0eb56b4ed9ddce3756c8c824bfb12c9f,True,
mnist,multi,43,5,b310198785e8667defc65fc64a9ecdc8286e2481a243bb7f9bfc9fa6d5eff62c,c96c3f02b3a033aaf1808bbf77c0749fc5bfa05fbfc7c413c161dc11ca5caf8a,True,
